,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,resultado
360,1986.0,31 May 1986 - 12:00 ,Group A,Estadio Azteca,Mexico City ,Bulgaria,1.0,1.0,Italy, ,96000.0,0.0,1.0,FREDRIKSSON Erik (SWE),CODESAL MENDEZ Edgardo (MEX),ROTH Volker (GER),308.0,459.0,BUL,ITA,0
361,1986.0,01 Jun 1986 - 16:00 ,Group C,Nou Camp - Estadio Le�n,Leon ,Canada,0.0,1.0,France, ,65500.0,0.0,0.0,SILVA ARCE Hernan (CHI),MENDEZ MOLINA Romulo (GUA),ULLOA MORERA Berny (CRC),308.0,468.0,CAN,FRA,2
362,1986.0,01 Jun 1986 - 12:00 ,Group D,Jalisco,Guadalajara ,Spain,0.0,1.0,Brazil, ,35748.0,0.0,0.0,BAMBRIDGE Christopher (AUS),SOCHA David (USA),KEIZER Jan (NED),308.0,439.0,ESP,BRA,2
363,1986.0,02 Jun 1986 - 12:00 ,Group C,Estadio Irapuato,Irapuato ,Soviet Union,6.0,0.0,Hungary, ,16500.0,3.0,0.0,AGNOLIN Luigi (ITA),COURTNEY George (ENG),BRUMMEIER Horst (AUT),308.0,610.0,URS,HUN,1
364,1986.0,02 Jun 1986 - 12:00 ,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,3.0,1.0,Korea Republic, ,60000.0,2.0,0.0,SANCHEZ ARMINIO Victoriano (ESP),GONZALEZ ROA Gabriel (PAR),DIAZ PALACIO Jesus (COL),308.0,395.0,ARG,KOR,1
365,1986.0,02 Jun 1986 - 16:00 ,Group F,Estadio Universitario,Monterrey ,Morocco,0.0,0.0,Poland, ,19900.0,0.0,0.0,MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),TRAORE Idrissa (MLI),308.0,674.0,MAR,POL,0
366,1986.0,03 Jun 1986 - 12:00 ,Group D,Tres de Marzo,Guadalajara ,Algeria,1.0,1.0,Northern Ireland, ,22000.0,0.0,1.0,BUTENKO Valeri (RUS),DAINA Andre (SUI),PETROVIC Zoran (SRB),308.0,379.0,ALG,NIR,0
367,1986.0,03 Jun 1986 - 12:00 ,Group B,Estadio Azteca,Mexico City ,Belgium,1.0,2.0,Mexico, ,110000.0,1.0,2.0,ESPOSITO Carlos (ARG),SILVA VALENTE Carlos Alberto (POR),MENDEZ MOLINA Romulo (GUA),308.0,428.0,BEL,MEX,2
368,1986.0,03 Jun 1986 - 16:00 ,Group F,Tecnologico,Monterrey ,Portugal,1.0,0.0,England, ,23000.0,0.0,0.0,ROTH Volker (GER),DOTCHEV Bogdan (BUL),AL SHARIF Jamal (SYR),308.0,538.0,POR,ENG,1
369,1986.0,04 Jun 1986 - 12:00 ,Group B,Bombonera - Estadio Nemesio Diez,Toluca ,Paraguay,1.0,0.0,Iraq, ,24000.0,1.0,0.0,PICON-ACKONG Edwin (MRI),ULLOA MORERA Berny (CRC),SOCHA David (USA),308.0,628.0,PAR,IRQ,1
