,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,resultado
644,2006.0,09 Jun 2006 - 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,4.0,2.0,Costa Rica, ,66000.0,2.0,1.0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100.0,97410001.0,GER,CRC,1
645,2006.0,09 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0.0,2.0,Ecuador, ,52000.0,0.0,1.0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410100.0,97410002.0,POL,ECU,2
646,2006.0,10 Jun 2006 - 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1.0,0.0,Paraguay, ,48000.0,1.0,0.0,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),LEAL Leonel (CRC),97410100.0,97410003.0,ENG,PAR,1
647,2006.0,10 Jun 2006 - 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,"rn"">Trinidad and Tobago",0.0,0.0,Sweden, ,62959.0,0.0,0.0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100.0,97410004.0,TRI,SWE,0
648,2006.0,10 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2.0,1.0,C�te d'Ivoire, ,49480.0,2.0,0.0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410100.0,97410005.0,ARG,CIV,1
649,2006.0,11 Jun 2006 - 15:00 ,Group C,Zentralstadion,Leipzig ,"rn"">Serbia and Montenegro",0.0,1.0,Netherlands, ,43000.0,0.0,1.0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100.0,97410006.0,SCG,NED,2
650,2006.0,11 Jun 2006 - 18:00 ,Group D,Franken-Stadion,Nuremberg ,Mexico,3.0,1.0,Iran, ,41000.0,1.0,1.0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100.0,97410007.0,MEX,IRN,1
651,2006.0,11 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0.0,1.0,Portugal, ,45000.0,0.0,1.0,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100.0,97410008.0,ANG,POR,2
652,2006.0,12 Jun 2006 - 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3.0,1.0,Japan, ,46000.0,0.0,1.0,ABD EL FATAH Essam (EGY),DANTE Dramane (MLI),NDOYE Mamadou (SEN),97410100.0,97410012.0,AUS,JPN,1
653,2006.0,12 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0.0,3.0,Czech Republic, ,52000.0,0.0,2.0,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100.0,97410010.0,USA,CZE,2
654,2006.0,12 Jun 2006 - 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2.0,0.0,Ghana, ,43000.0,1.0,0.0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100.0,97410009.0,ITA,GHA,1
655,2006.0,13 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2.0,1.0,Togo, ,48000.0,0.0,1.0,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100.0,97410014.0,KOR,TOG,1
656,2006.0,13 Jun 2006 - 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,France,0.0,0.0,Switzerland, ,52000.0,0.0,0.0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100.0,97410013.0,FRA,SUI,0
657,2006.0,13 Jun 2006 - 21:00 ,Group F,Olympiastadion,Berlin ,Brazil,1.0,0.0,Croatia, ,72000.0,1.0,0.0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100.0,97410011.0,BRA,CRO,1
658,2006.0,14 Jun 2006 - 15:00 ,Group H,Zentralstadion,Leipzig ,Spain,4.0,0.0,Ukraine, ,43000.0,2.0,0.0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100.0,97410015.0,ESP,UKR,1
659,2006.0,14 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2.0,2.0,Saudi Arabia, ,66000.0,1.0,0.0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100.0,97410016.0,TUN,KSA,0
660,2006.0,14 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1.0,0.0,Poland, ,65000.0,0.0,0.0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100.0,97410017.0,GER,POL,1
661,2006.0,15 Jun 2006 - 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3.0,0.0,Costa Rica, ,50000.0,1.0,0.0,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100.0,97410018.0,ECU,CRC,1
662,2006.0,15 Jun 2006 - 18:00 ,Group B,Franken-Stadion,Nuremberg ,England,2.0,0.0,"rn"">Trinidad and Tobago", ,41000.0,0.0,0.0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410100.0,97410019.0,ENG,TRI,1
663,2006.0,15 Jun 2006 - 21:00 ,Group B,Olympiastadion,Berlin ,Sweden,1.0,0.0,Paraguay, ,72000.0,0.0,0.0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100.0,97410020.0,SWE,PAR,1
664,2006.0,16 Jun 2006 - 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6.0,0.0,"rn"">Serbia and Montenegro", ,52000.0,3.0,0.0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100.0,97410021.0,ARG,SCG,1
665,2006.0,16 Jun 2006 - 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2.0,1.0,C�te d'Ivoire, ,52000.0,2.0,1.0,RUIZ Oscar (COL),TAMAYO Fernando (ECU),NAVIA Jose (COL),97410100.0,97410022.0,NED,CIV,1
666,2006.0,16 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0.0,0.0,Angola, ,43000.0,0.0,0.0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100.0,97410023.0,MEX,ANG,0
667,2006.0,17 Jun 2006 - 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2.0,0.0,IR Iran, ,48000.0,0.0,0.0,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100.0,97410024.0,POR,IRN,1
668,2006.0,17 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0.0,2.0,Ghana, ,45000.0,0.0,1.0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100.0,97410026.0,CZE,GHA,2
669,2006.0,17 Jun 2006 - 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1.0,1.0,USA, ,46000.0,1.0,1.0,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100.0,97410025.0,ITA,USA,0
670,2006.0,18 Jun 2006 - 15:00 ,Group F,Franken-Stadion,Nuremberg ,Japan,0.0,0.0,Croatia, ,41000.0,0.0,0.0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410100.0,97410028.0,JPN,CRO,0
671,2006.0,18 Jun 2006 - 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2.0,0.0,Australia, ,66000.0,0.0,0.0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100.0,97410027.0,BRA,AUS,1
672,2006.0,18 Jun 2006 - 21:00 ,Group G,Zentralstadion,Leipzig ,France,1.0,1.0,Korea Republic, ,43000.0,1.0,0.0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100.0,97410029.0,FRA,KOR,0
673,2006.0,19 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0.0,2.0,Switzerland, ,65000.0,0.0,1.0,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100.0,97410030.0,TOG,SUI,2
674,2006.0,19 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0.0,4.0,Ukraine, ,50000.0,0.0,2.0,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100.0,97410032.0,KSA,UKR,2
675,2006.0,19 Jun 2006 - 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3.0,1.0,Tunisia, ,52000.0,0.0,1.0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100.0,97410031.0,ESP,TUN,1
676,2006.0,20 Jun 2006 - 16:00 ,Group A,Olympiastadion,Berlin ,Ecuador,0.0,3.0,Germany, ,72000.0,0.0,2.0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100.0,97410033.0,ECU,GER,2
677,2006.0,20 Jun 2006 - 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Costa Rica,1.0,2.0,Poland, ,43000.0,1.0,1.0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100.0,97410034.0,CRC,POL,2
678,2006.0,20 Jun 2006 - 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2.0,2.0,England, ,45000.0,0.0,1.0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100.0,97410035.0,SWE,ENG,0
679,2006.0,20 Jun 2006 - 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Paraguay,2.0,0.0,"rn"">Trinidad and Tobago", ,46000.0,1.0,0.0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100.0,97410036.0,PAR,TRI,1
680,2006.0,21 Jun 2006 - 16:00 ,Group D,Zentralstadion,Leipzig ,Iran,1.0,1.0,Angola, ,38000.0,0.0,0.0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100.0,97410040.0,IRN,ANG,0
681,2006.0,21 Jun 2006 - 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2.0,1.0,Mexico, ,52000.0,2.0,1.0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100.0,97410039.0,POR,MEX,1
682,2006.0,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0.0,0.0,Argentina, ,48000.0,0.0,0.0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100.0,97410037.0,NED,ARG,0
683,2006.0,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,C�te d'Ivoire,3.0,2.0,"rn"">Serbia and Montenegro", ,66000.0,1.0,2.0,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),LEAL Leonel (CRC),97410100.0,97410038.0,CIV,SCG,1
684,2006.0,22 Jun 2006 - 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0.0,2.0,Italy, ,50000.0,0.0,1.0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100.0,97410041.0,CZE,ITA,2
685,2006.0,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Nuremberg ,Ghana,2.0,1.0,USA, ,41000.0,2.0,1.0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100.0,97410042.0,GHA,USA,1
686,2006.0,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1.0,4.0,Brazil, ,65000.0,1.0,1.0,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100.0,97410043.0,JPN,BRA,2
687,2006.0,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2.0,2.0,Australia, ,52000.0,1.0,1.0,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100.0,97410044.0,CRO,AUS,0
688,2006.0,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Berlin ,Ukraine,1.0,0.0,Tunisia, ,72000.0,0.0,0.0,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100.0,97410048.0,UKR,TUN,1
689,2006.0,23 Jun 2006 - 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0.0,1.0,Spain, ,46000.0,0.0,1.0,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100.0,97410047.0,KSA,ESP,2
690,2006.0,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0.0,2.0,France, ,45000.0,0.0,0.0,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100.0,97410045.0,TOG,FRA,2
691,2006.0,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2.0,0.0,Korea Republic, ,43000.0,1.0,0.0,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100.0,97410046.0,SUI,KOR,1
692,2006.0,24 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,2.0,0.0,Sweden, ,66000.0,2.0,0.0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410200.0,97410049.0,GER,SWE,1
693,2006.0,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Leipzig ,Argentina,2.0,1.0,Mexico,Argentina win after extra time ,43000.0,0.0,0.0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410200.0,97410050.0,ARG,MEX,1
