,index,date,home_team,away_team,home_score,away_score
0,30129,2006-08-09,Japan,Trinidad and Tobago,2.0,0.0
1,30136,2006-08-15,Algeria,Gabon,0.0,2.0
2,30137,2006-08-15,Ghana,Togo,2.0,0.0
3,30138,2006-08-15,Iceland,Spain,0.0,0.0
4,30139,2006-08-15,Slovakia,Malta,3.0,0.0
5,30140,2006-08-15,Slovenia,Israel,1.0,1.0
6,30143,2006-08-16,Australia,Kuwait,2.0,0.0
7,30148,2006-08-16,Bosnia and Herzegovina,France,1.0,2.0
8,30149,2006-08-16,Cameroon,Guinea,1.0,1.0
9,30150,2006-08-16,Chile,Colombia,1.0,2.0
10,30152,2006-08-16,Czech Republic,Serbia,1.0,3.0
11,30153,2006-08-16,Denmark,Poland,2.0,0.0
12,30154,2006-08-16,Egypt,Uruguay,0.0,2.0
13,30155,2006-08-16,England,Greece,4.0,0.0
14,30159,2006-08-16,Germany,Sweden,3.0,0.0
15,30163,2006-08-16,Republic of Ireland,Netherlands,0.0,4.0
16,30164,2006-08-16,Italy,Croatia,0.0,2.0
17,30165,2006-08-16,Ivory Coast,Senegal,0.0,1.0
18,30166,2006-08-16,Japan,Yemen,2.0,0.0
19,30169,2006-08-16,Liechtenstein,Switzerland,0.0,3.0
20,30173,2006-08-16,Namibia,South Africa,0.0,1.0
21,30174,2006-08-16,Norway,Brazil,1.0,1.0
22,30182,2006-08-16,Venezuela,Honduras,0.0,0.0
23,30196,2006-09-01,Denmark,Portugal,4.0,2.0
24,30205,2006-09-02,England,Andorra,5.0,0.0
25,30208,2006-09-02,Georgia,France,0.0,3.0
26,30209,2006-09-02,Germany,Republic of Ireland,1.0,0.0
27,30211,2006-09-02,Italy,Lithuania,1.0,1.0
28,30213,2006-09-02,South Korea,Iran,1.0,1.0
29,30215,2006-09-02,Luxembourg,Netherlands,0.0,1.0
30,30217,2006-09-02,Moldova,Greece,0.0,1.0
31,30218,2006-09-02,Nigeria,Niger,2.0,0.0
32,30224,2006-09-02,Serbia,Azerbaijan,1.0,0.0
33,30225,2006-09-02,Slovakia,Cyprus,6.0,1.0
34,30226,2006-09-02,South Africa,Congo,0.0,0.0
35,30227,2006-09-02,Spain,Liechtenstein,4.0,0.0
36,30228,2006-09-02,Switzerland,Venezuela,1.0,0.0
37,30232,2006-09-03,Argentina,Brazil,0.0,3.0
38,30238,2006-09-03,Guinea,Algeria,0.0,0.0
39,30240,2006-09-03,Rwanda,Cameroon,0.0,3.0
40,30241,2006-09-03,Saudi Arabia,Japan,1.0,0.0
41,30249,2006-09-05,Wales,Brazil,0.0,2.0
42,30255,2006-09-06,Bulgaria,Slovenia,3.0,0.0
43,30259,2006-09-06,Finland,Portugal,1.0,1.0
44,30260,2006-09-06,France,Italy,3.0,1.0
45,30262,2006-09-06,Honduras,El Salvador,2.0,0.0
46,30264,2006-09-06,Iceland,Denmark,0.0,2.0
47,30267,2006-09-06,South Korea,Taiwan,8.0,0.0
48,30268,2006-09-06,Kuwait,Australia,2.0,0.0
49,30271,2006-09-06,North Macedonia,England,0.0,1.0
50,30272,2006-09-06,Netherlands,Belarus,3.0,0.0
51,30273,2006-09-06,Northern Ireland,Spain,3.0,2.0
52,30276,2006-09-06,Poland,Serbia,1.0,1.0
53,30279,2006-09-06,San Marino,Germany,0.0,13.0
54,30282,2006-09-06,Slovakia,Czech Republic,0.0,3.0
55,30285,2006-09-06,Switzerland,Costa Rica,2.0,0.0
56,30290,2006-09-06,Yemen,Japan,0.0,1.0
57,30312,2006-09-27,Venezuela,Uruguay,1.0,0.0
58,30324,2006-10-04,Japan,Ghana,0.0,1.0
59,30327,2006-10-07,Algeria,Gambia,1.0,0.0
60,30329,2006-10-07,Australia,Paraguay,1.0,1.0
61,30331,2006-10-07,Bulgaria,Netherlands,1.0,1.0
62,30333,2006-10-07,Cameroon,Equatorial Guinea,3.0,0.0
63,30335,2006-10-07,Chile,Peru,3.0,2.0
64,30339,2006-10-07,Denmark,Northern Ireland,0.0,0.0
65,30340,2006-10-07,England,North Macedonia,0.0,0.0
66,30343,2006-10-07,Germany,Georgia,2.0,0.0
67,30344,2006-10-07,Greece,Norway,1.0,0.0
68,30345,2006-10-07,Guatemala,Honduras,2.0,3.0
69,30347,2006-10-07,Italy,Ukraine,2.0,0.0
70,30354,2006-10-07,Portugal,Azerbaijan,3.0,0.0
71,30357,2006-10-07,Scotland,France,1.0,0.0
72,30358,2006-10-07,Serbia,Belgium,1.0,0.0
73,30360,2006-10-07,Slovenia,Luxembourg,2.0,0.0
74,30361,2006-10-07,Sweden,Spain,2.0,0.0
75,30363,2006-10-07,Wales,Slovakia,1.0,5.0
76,30368,2006-10-08,Ivory Coast,Gabon,5.0,0.0
77,30370,2006-10-08,South Korea,Ghana,1.0,3.0
78,30371,2006-10-08,Lesotho,Nigeria,0.0,1.0
79,30377,2006-10-08,Zambia,South Africa,0.0,1.0
80,30379,2006-10-10,Brazil,Ecuador,2.0,1.0
81,30380,2006-10-10,Honduras,Guatemala,2.0,1.0
82,30382,2006-10-11,Australia,Bahrain,2.0,0.0
83,30383,2006-10-11,Austria,Switzerland,2.0,1.0
84,30385,2006-10-11,Belarus,Slovenia,4.0,2.0
85,30387,2006-10-11,Bosnia and Herzegovina,Greece,0.0,4.0
86,30388,2006-10-11,Croatia,England,2.0,0.0
87,30389,2006-10-11,France,Faroe Islands,5.0,0.0
88,30390,2006-10-11,Georgia,Italy,1.0,3.0
89,30392,2006-10-11,India,Japan,0.0,3.0
90,30396,2006-10-11,South Korea,Syria,1.0,1.0
91,30398,2006-10-11,Liechtenstein,Denmark,0.0,4.0
92,30401,2006-10-11,Netherlands,Albania,2.0,1.0
93,30406,2006-10-11,Peru,Chile,0.0,1.0
94,30407,2006-10-11,Poland,Portugal,2.0,1.0
95,30411,2006-10-11,Serbia,Armenia,3.0,0.0
96,30412,2006-10-11,Slovakia,Germany,1.0,4.0
97,30413,2006-10-11,Spain,Argentina,2.0,1.0
98,30419,2006-10-18,Uruguay,Venezuela,4.0,0.0
99,30437,2006-11-14,Australia,Ghana,1.0,1.0
100,30442,2006-11-15,Algeria,Burkina Faso,1.0,2.0
101,30448,2006-11-15,Chile,Paraguay,3.0,2.0
102,30450,2006-11-15,Cyprus,Germany,1.0,1.0
103,30451,2006-11-15,Czech Republic,Denmark,1.0,1.0
104,30452,2006-11-15,Egypt,South Africa,1.0,0.0
105,30455,2006-11-15,France,Greece,1.0,0.0
106,30456,2006-11-15,Georgia,Uruguay,2.0,0.0
107,30459,2006-11-15,Iran,South Korea,2.0,0.0
108,30462,2006-11-15,Italy,Turkey,1.0,1.0
109,30463,2006-11-15,Ivory Coast,Sweden,1.0,0.0
